order_id,customer_id,customer_name,product1,product2,product3,order_date,state,city
OD276,CUST0006,Priya,Milk,Biscuit,NULL,14-07-2025,Tamil Nadu,Salem
OD277,CUST0007,Ram,Oil,Salt,Sugar,20-07-2025,Tamil Nadu,Chennai
OD278,CUST0008,Anita,Paneer,NULL,Coke,03-08-2025,Tamil Nadu,Coimbatore
OD279,CUST0009,Ravi,Lays,Pepsi,NULL,11-08-2025,Tamil Nadu,Chennai
OD280,CUST0010,Kiran,Wheat Flour,Rice,NULL,19-08-2025,Tamil Nadu,Coimbatore
OD281,CUST0001,Harish,Bread,NULL,Butter,01-09-2025,Tamil Nadu,Chennai
OD282,CUST0002,Sudha,Milk,NULL,Eggs,07-09-2025,Tamil Nadu,Salem
OD283,CUST0003,Hussain,Coke,Pepsi,NULL,12-09-2025,Tamil Nadu,Salem
OD284,CUST0004,Meena,Chicken,Biscuit,NULL,18-09-2025,Tamil Nadu,Chennai
OD285,CUST0005,Ajay,Boost,Horlicks,NULL,25-09-2025,Tamil Nadu,Salem
OD286,CUST0006,Priya,Rice,Milk,NULL,07-06-2025,Tamil Nadu,Salem
OD287,CUST0007,Ram,Bread,Butter,NULL,15-06-2025,Tamil Nadu,Salem
OD288,CUST0008,Anita,Wheat Flour,NULL,Eggs,22-06-2025,Tamil Nadu,Coimbatore
OD289,CUST0009,Ravi,Pepsi,NULL,Coke,03-07-2025,Tamil Nadu,Chennai
OD290,CUST0010,Kiran,Lays,Biscuit,NULL,09-07-2025,Tamil Nadu,Coimbatore
OD291,CUST0001,Harish,Milk,Paneer,NULL,16-07-2025,Tamil Nadu,Salem
OD292,CUST0002,Sudha,Chicken,Rice,NULL,21-07-2025,Tamil Nadu,Salem
OD293,CUST0003,Hussain,Horlicks,Boost,NULL,01-08-2025,Tamil Nadu,Chennai
OD294,CUST0004,Meena,Oil,Salt,Sugar,06-08-2025,Tamil Nadu,Madurai
OD295,CUST0005,Ajay,Paneer,NULL,Coke,12-08-2025,Tamil Nadu,Coimbatore
OD296,CUST0006,Priya,Pepsi,Lays,NULL,18-08-2025,Tamil Nadu,Coimbatore
OD297,CUST0007,Ram,Wheat Flour,Rice,NULL,25-08-2025,Tamil Nadu,Tiruchirappalli
OD298,CUST0008,Anita,Bread,NULL,Butter,02-09-2025,Tamil Nadu,Coimbatore
OD299,CUST0009,Ravi,Milk,NULL,Eggs,06-09-2025,Tamil Nadu,Salem
OD300,CUST0010,Kiran,Coke,Pepsi,NULL,11-09-2025,Tamil Nadu,Salem 
